"id","century"
"SK-A-86",17
"SK-A-3925",19
"SK-A-4062",17
"SK-A-3924",16
"SK-A-804",17
"SK-A-1584",17
"SK-A-3592",19
"SK-A-2783",17
"SK-A-4866",17
"SK-A-2670",19
"SK-C-1349",16
"SK-C-402",16
"SK-A-1857",17
"SK-A-2213",17
"SK-A-3519",16
"SK-A-70",17
"SK-A-4844",17
"SK-A-3889",17
"SK-A-4690",17
"SK-A-2656",18
"SK-A-2983",19
"SK-A-2326",17
"SK-A-3451",17
"SK-A-4188",17
"SK-A-668",16
"SK-A-1247",17
"SK-A-102",17
"SK-A-3765",17
"SK-A-123",17
"SK-A-4034",18
"SK-C-374",17
"SK-A-662",19
"SK-A-3903",16
"SK-C-144",17
"SK-C-150",17
"SK-A-2684",17
"SK-A-2150",15
"SK-A-2395",17
"SK-A-2784",17
"SK-C-152",17
"SK-A-137",17
"SK-A-2355",17
"SK-C-1467",17
"SK-C-371",17
"SK-A-3790",19
"SK-A-1967",16
"SK-A-3930",17
"SK-A-3293",16
"SK-A-2102",17
"SK-A-129",16
"SK-A-1591",17
"SK-A-2696",17
"SK-A-199",17
"SK-A-142",17
"SK-A-4706",16
"SK-A-2854",16
"SK-A-1691",16
"SK-A-2290",19
"SK-C-535",17
"SK-A-3658",19
"SK-A-4225",18
"SK-A-793",17
"SK-A-4644",19
"SK-A-3119",16
"SK-A-670",16
"SK-A-4833",17
"AK-MAK-232-A",9
"SK-C-194",17
"SK-C-210",17
"SK-A-3246",17
"SK-A-870",17
"SK-A-671",16
"SK-A-345",17
"SK-C-1454",15
"SK-A-1751",17
"SK-A-3230",19
"SK-A-4868",19
"SK-A-2388",19
"SK-A-4703",19
"SK-C-1618",16
"SK-A-4057",17
"SK-A-4052",17
"SK-A-3949",16
"SK-A-1935",17
"SK-A-302",17
"SK-A-3982",17
"SK-A-718",17
"SK-A-3347",17
"SK-A-3853",16
"SK-A-2568",17
"SK-A-3981",17
"SK-A-321",17
"SK-C-206",17
"SK-C-230",17
"SK-C-195",17
"SK-C-200",17
"SK-A-4674",17
"SK-A-298",17
"SK-A-3988",17
"SK-A-1293",17
"SK-A-3276",17
"SK-A-1299",17
"SK-A-3259",17
"SK-A-2264",19
"SK-A-613",17
"SK-A-2045",18
"SK-A-3944",17
"SK-A-602",17
"RP-P-1878-A-1543",17
"RP-P-OB-12.742",17
"RP-P-OB-4641",17
"RP-P-OB-12.859",17
"RP-P-BI-7437",17
"RP-P-BI-7417",17
"RP-P-OB-12.768",17
"BK-NM-4150",17
"RP-T-1902-A-4593",17
"BK-15982",17
"BK-KOG-2567",17
"RP-P-OB-963",15
"BK-16625",17
"BK-BFR-417",17
"BK-NM-10831-A",18
"BK-NM-10515",16
"BK-NM-125",16
"NG-1993-2",20
"RP-T-1902-A-4578",17
"RP-T-1887-A-1392",17
"BK-NM-1009",16
"RP-T-1984-11",17
"BK-NM-5837",17
"BK-NM-8845",16
"BK-16019",17
"BK-KOG-1777",16
"BK-16709",17
"RP-D-00-176",18
"BK-NM-10269",17
"BK-1955-328-A",17
"BK-NM-11131",17
"RP-T-1913-11",17
"RP-T-1953-140",16
"AK-RAK-1992-1",11
"RP-T-1950-392",17
"RP-T-1993-33",16
"RP-T-1891-A-2471",17
"RP-P-1952-183",19
"BK-1979-101",17
"BK-1959-14",17
"RP-T-1971-52",16
"SK-A-4885",17
"RP-T-1889-A-2120",17
"BK-NM-12400-437",18
"NG-1993-5-2",20
"BK-NM-5850",17
"RP-T-1883-A-239",17
"RP-T-1888-A-1536",17
"RP-T-1898-A-3606",17
"NG-VG-1-482",16
"AK-NM-7088",18
"NG-VG-1-406",16
"BK-BFR-419",17
"BK-KOG-1810",17
"NG-VG-1-538",17
"BK-16431",18
"RP-T-1886-A-621",17
"AK-NM-7050",18
"BK-NM-5671",17
"NG-VG-1-569",17
"AK-NM-7060",18
"NG-VG-1-594",17
"NG-VG-1-407-A",16
"BK-1966-10",17
"RP-P-OB-35.343",16
"BK-NM-12400-61",18
"BK-NM-12400-93",17
"BK-NM-2384",15
"BK-NM-14111",13
"BK-1975-87-A",16
"BK-KOG-1668",16
"BK-16911",13
"BK-1957-11",17
"BK-NM-2807-1",12
"BK-1960-11",17
"BK-1978-315-A",18
"BK-NM-5153",17
"BK-NM-3133",17
"BK-16915",19
"BK-NM-475",17
"BK-16923",12
"BK-AM-12",16
"BK-NM-13030",15
"BK-NM-2806-1",12
"BK-NM-5445",16
"BK-NM-12400-91",18
"BK-1971-117",17
"BK-KOG-1723",18
"BK-16912",14
"BK-NM-11163",16
"RP-T-1931-182",17
"BK-1978-48-A",17
"RP-T-1961-75",17
"RP-T-1889-A-2056",17
"RP-T-1982-75",16
"RP-T-1992-3",16
"RP-T-1984-1",17
"RP-T-1888-A-1510",16
"BK-1987-2",20
"BK-16535",17
"BK-1981-51",18
"BK-1959-19",18
"BK-1961-63",18
"BK-1975-101",20
"BK-1988-15-A",17
"BK-1990-1",20
"BK-16089-A",17
"BK-1960-16-A",17
"BK-NM-10244-A",17
"BK-AM-16-C",17
"BK-1954-37",18
"BK-NM-4313",17
"BK-1964-13",18
"NG-NM-583",16
"BK-NM-11450",14
"BK-1960-13-A",17
"BK-17045",15
"BK-NM-5326",17
"BK-AM-17-A",17
"BK-VBR-395",18
"BK-NM-11146",16
"BK-BR-J-233",20
"BK-1956-62",18
"BK-NM-11702",14
"BK-1978-126",19
"BK-1953-19",16
"BK-1981-1",16
"BK-1967-25",17
"BK-NM-3099",16
"BK-1978-248",18
"BK-NM-11452",17
"BK-15116",17
"BK-1959-2",17
"BK-AM-51-7",17
"BK-BR-J-17",19
"NG-NM-7445",17
"RP-T-1897-A-3487",17
"RP-T-1894-A-3023(R)",17
"RP-T-1905-73",16
"BK-AM-51-6",17
"BK-AM-51-11",17
"RP-T-1890-A-2339",16
"BK-NM-12400-443",18
"BK-1960-15-A",17
"BK-1958-44",17
"BK-17523",16
"SK-A-3516",17
"AK-NM-6520",18
"SK-A-2664",19
"SK-A-2362",17
"SK-A-1595",17
"RP-P-1962-121",17
"RP-T-1981-68",18
"BK-NM-1916",17
"RP-T-1960-205",18
"AK-RAK-1991-10",18
"RP-T-1883-A-277",17
"BK-NM-14201",17
"RP-P-1891-A-16463",16
"RP-P-OB-52.602",16
"BK-NM-4457",18
"AK-RAK-1968-1-A",17
"AK-NM-6462",17
"AK-RBK-1965-88",14
"AK-MAK-615",12
"AK-MAK-1291",11
"SK-A-4881",17
"AK-MAK-239",9
"AK-RAK-1989-2",6
"SK-A-4878",17
"RP-P-1992-70",17
"AK-MAK-178",13
"AK-MAK-269",14
"AK-MAK-156",18
"AK-MAK-71",6
"AK-MAK-311",9
"AK-RAK-1988-18",14
"AK-MAK-251",9
"AK-MAK-1307",10
"SK-A-116",18
"SK-A-4867",16
"SK-A-3245",17
"SK-A-3066",17
"SK-A-956",17
"SK-A-359",17
"SK-C-393",17
"SK-A-3138",17
"SK-A-3888",16
"SK-C-1409",17
"SK-A-3118",16
"SK-A-347",17
"SK-A-3920",17
"SK-A-2003",18
"SK-C-112",17
"SK-A-446",17
"SK-A-384",17
"SK-A-4090",17
"SK-A-2813",17
"SK-A-2332",17
"SK-A-351",17
"SK-A-683",17
"SK-A-1786",17
"SK-A-3962",16
"SK-A-390",17
"SK-C-248",17
"SK-A-34",17
"SK-A-3852",19
"SK-A-672",17
"SK-A-4117",18
"SK-A-3835",15
"SK-A-2952",19
"SK-A-3911",16
"SK-C-177",17
"SK-A-3953",17
"SK-A-4289",17
"SK-A-2525",19
"SK-C-187",17
"SK-A-3147-B",15
"SK-A-3097",19
"SK-A-2312",16
"SK-A-3602",19
"SK-C-165",19
"SK-A-2115",17
"SK-A-250",17
"SK-C-370",17
"SK-A-256",17
"SK-C-1460",19
"SK-A-4133",17
"AK-MAK-675",16
"NG-KOG-42",17
"AK-RAK-1990-3",8
"AK-MAK-682",18
"AK-MAK-162",14
"AK-MAK-1188",3
"AK-MAK-314",9
"AK-MAK-559",12
"AK-MAK-224",12
"AK-MAK-65",7
"SK-A-336",18
"SK-A-443",17
"SK-A-874",17
"SK-A-2205",17
"SK-A-2298",19
"SK-A-4750",17
"SK-A-3247",17
"SK-A-4226",19
"SK-A-1522",17
"SK-A-676",17
"SK-A-684",17
"SK-A-4820",16
"SK-A-2110",17
"SK-A-1998",18
"SK-A-2350",17
"SK-A-3828",17
"AK-MAK-524-A",9
"SK-A-1683",17
"SK-A-714",17
"SK-A-614",17
"SK-A-831",15
"SK-A-4078",18
"SK-A-1848",17
"SK-A-3855",17
"SK-A-699",17
"SK-A-4853",17
"SK-A-486",17
"SK-A-3280",17
"SK-A-15",17
"SK-A-1845",19
"SK-A-4054",17
"SK-A-2576",18
"SK-A-955",17
"SK-A-1610",17
"SK-A-591",17
"SK-A-498",15
"SK-A-1364",17
"SK-A-1558",19
"SK-A-1923",20
"SK-A-337",18
"SK-A-1775",17
"SK-A-112",17
"SK-A-305",18
"SK-A-2291",19
"SK-A-1957",17
"SK-A-1328",19
"SK-A-35",17
"SK-A-138",17
"SK-A-164",16
"SK-A-664",17
"SK-A-1774",17
"SK-A-268",17
"SK-A-424",17
"SK-C-1535",19
"SK-A-405",17
"SK-A-1955",17
"SK-A-239",18
"SK-C-1458",16
"SK-A-19",17
"SK-A-4038",17
"SK-A-408",18
"SK-A-2103",17
"SK-A-581",17
"SK-A-3746",16
"SK-A-1606",17
"SK-A-2152",17
"SK-A-2443",19
"SK-A-240",18
"SK-A-2248",18
"SK-A-2163",17
"SK-A-1196",18
"SK-A-4823",17
"SK-A-2338",18
"SK-A-4857",19
"SK-A-2313",17
"SK-A-42",17
"SK-A-4177",17
"SK-A-4482",17
"SK-A-4462",16
"SK-A-2354",17
"SK-A-4870",19
"SK-C-180",17
"SK-C-87",18
"SK-C-301",17
"SK-A-4210",17
"SK-A-4779",17
"SK-C-205",17
"SK-A-4822",16
"SK-A-4717",17
"SK-A-385",17
"SK-A-3120",17
"SK-A-3072",19
"SK-A-4163",19
"SK-A-4039",17
"SK-A-3340",17
"SK-A-460",17
"SK-A-3",16
"SK-C-365",16
"SK-A-4093",17
"SK-A-4081",18
"SK-A-3901",16
"SK-A-317",17
"SK-A-4856",17
"RP-T-1965-180",17
"BK-1980-86",17
"BK-KOG-593",17
"RP-T-00-122",17
"RP-T-1989-99",17
"BK-NM-14202",18
"RP-T-1898-A-3724",17
"RP-P-H-Q-40",17
"RP-P-H-1086",17
"RP-P-1921-2064",18
"BK-AM-18-C",17
"RP-T-1973-9",19
"BK-1978-792",18
"BK-1968-30-A",17
"BK-1960-14",17
"BK-16550-A",18
"BK-NM-13258",17
"BK-NM-7459",17
"BK-1959-83",16
"BK-NM-14348",16
"BK-1959-63",16
"BK-17260-A",16
"NG-519",17
"BK-1955-99",16
"BK-1959-98",16
"BK-14692",17
"BK-1954-43-1",16
"BK-1984-12",16
"BK-NM-11647",15
"BK-1959-61",17
"BK-NM-1914",12
"BK-NM-1195",15
"BK-AM-51-21",17
"BK-16127",18
"BK-1978-250",18
"BK-NM-11713",15
"BK-NM-1213",15
"RP-T-1884-A-334",16
"BK-1959-3",16
"BK-B-70",19
"BK-16936-1",16
"BK-15396",16
"BK-NM-10557",17
"BK-16502",17
"SK-A-3814",20
"SK-A-3753",17
"SK-A-4046",16
"SK-A-4209",18
"SK-A-2706",19
"SK-A-1491",15
"SK-A-690",18
"SK-C-560",17
"SK-A-3989",15
"SK-C-1191",17
"SK-A-2627",17
"SK-A-3038",17
"SK-A-1598",16
"SK-A-3467",16
"SK-A-1910",16
"SK-A-4463",16
"SK-A-1688",16
"SK-A-4120",19
"SK-C-222",19
"SK-A-4075",18
"SK-C-146",17
"SK-C-1350",17
"SK-A-4294",16
"SK-A-3659",20
"SK-A-3233",18
"SK-C-226",19
"SK-A-4026",18
"SK-A-4875",19
"SK-A-188",18
"SK-A-101",17
"SK-A-705",17
"SK-A-1510",17
"SK-A-127",16
"SK-A-238",18
"SK-A-1537",16
"SK-A-2507",17
"SK-A-1163",19
"SK-A-257",17
"SK-A-335",17
"SK-A-1902",19
"SK-A-653",19
"SK-A-1849",19
"SK-A-348",17
"SK-A-1225",18
"SK-A-2238",19
"SK-A-2249",18
"SK-A-1892",19
"BK-14852-A",18
"BK-KOG-2474",17
"BK-16917",13
"BK-NM-10798",16
"BK-NM-12400-79",17
"BK-17064",16
"BK-NM-10556-A",17
"SK-A-4659",18
"SK-A-1058",19
"RP-T-1965-290",17
"AK-MAK-247",9
"AK-MAK-590",12
"AK-MAK-294",12
"BK-NM-12400-400",18
"RP-T-1885-A-499",17
"RP-T-1898-A-3717",17
"RP-F-00-565",19
"RP-T-1899-A-4301",17
"RP-T-1950-94",19
"RP-P-1888-A-13821",17
"RP-P-1889-A-14266",17
"NG-MC-829",19
"NG-MC-1269",19
"NG-MC-1412",19
"SK-A-383",17
"NG-1992-18",20
"SK-A-255",17
"SK-A-4282",17
"BK-KOG-2654",19
"RP-P-1878-A-925",17
"RP-P-1959-37",19
"RP-P-1949-611",19
"AK-MAK-1117",17
"RP-P-1960-134",18
"RP-P-1956-25",19
"RP-P-1999-548",20
"NG-2000-5",20
"BK-NM-8201",17
"RP-P-OB-10.353",16
"BK-NM-8009",16
"BK-NM-7994",17
"BK-NM-712",12
"NG-1985-7-2-4",18
"NG-NM-6311",18
"NG-NM-9659",17
"RP-T-1940-577",19
"RP-P-OB-38.567",16
"NG-MC-239",17
"RP-P-OB-46.795",17
"AK-RAK-1990-17",18
"BK-17397",18
"AK-RAK-2000-15",8
"NG-311",20
"SK-A-4956",17
"SK-A-4957",17
"NG-C-2000-3",19
"BK-1964-5",18
"BK-17494",18
"NG-1972-17",19
"BK-17420-A",18
"BK-1995-4",16
"BK-17492",18
"BK-15337",17
"BK-C-1997-2",17
"RP-P-OB-27.458",16
"BK-2000-9",19
"SK-A-4968",19
"RP-T-1960-243",19
"RP-T-1950-266",17
"BK-1975-359",18
"BK-1979-21",18
"SK-A-4910",17
"BK-1990-7",17
"SK-A-4908",17
"RP-P-OB-15.078",17
"NG-C-1995-25-1",19
"BK-1996-15",19
"RP-F-1996-60",19
"BK-1985-24",17
"RP-P-1898-A-20523",17
"RP-P-OB-15.333",17
"BK-1969-141",18
"NG-721",19
"NG-NM-11552-86",19
"BK-1959-10",18
"BK-1967-144",18
"BK-NM-12713",16
"BK-1969-102-A",18
"RP-T-1962-65",19
"NG-NM-548",17
"NG-NM-816-A",17
"NG-NM-825",17
"BK-NM-1971",16
"BK-14980",18
"SK-A-4889",17
"BK-16629",16
"NG-NM-10998",18
"BK-16117",17
"BK-16628",15
"BK-16464",17
"BK-15378",16
"BK-16643",16
"BK-16035",18
"RP-T-1980-10",19
"BK-1978-462",17
"BK-1965-14",17
"BK-1962-49",17
"BK-1994-75-A",17
"RP-F-F00634",19
"BK-14656",17
"NG-402-A",18
"BK-16480",18
"NG-71-A",16
"BK-NM-7325",17
"RP-T-1994-160",20
"NG-530",19
"NG-539",18
"BK-1962-33",15
"BK-1970-28",18
"NG-1983-3-A-1",17
"NG-2000-3-1",20
"NG-2002-23-14",17
"RP-P-1940-257",16
"BK-NM-7995",17
"BK-NM-803",17
"SK-A-4943",19
"BK-1998-96-A",19
"BK-KOG-117",17
"NG-1983-16-A",17
"SK-A-4954",19
"RP-T-2000-1",16
"SK-A-4947",17
"BK-1989-16",18
"BK-NM-10754-50",17
"BK-2000-8",16
"RP-T-1996-6",17
"BK-KOG-1557",17
"NG-1977-4",19
"SK-A-4941",18
"BK-NM-8188",17
"BK-NM-764",17
"BK-1998-74",17
"NG-NM-11911",17
"RP-P-OB-4276",17
"NG-1997-1",19
"BK-1964-14-A",18
"BK-1961-102",16
"BK-1967-138",16
"BK-15119",16
"BK-1961-101",16
"SK-A-4922",17
"BK-NM-12231-A",16
"BK-KOG-133",17
"BK-NM-8186",17
"BK-1999-85",17
"BK-KOG-102",16
"BK-NM-8016",16
"BK-1957-14",16
"BK-KOG-145",18
"BK-14915",17
"BK-NM-705",17
"BK-1978-20",16
"BK-NM-9816",17
"BK-NM-10754-336",16
"BK-NM-697",17
"BK-1997-1",17
"BK-NM-10222",15
"RP-P-1912-2395",19
"AK-RAK-1997-1",14
"BK-2000-3",17
"BK-1998-1",16
"BK-2000-2",20
"NG-2002-23-4",17
"NG-2002-23-3",17
"SK-A-4973",17
"SK-A-4971",17
"SK-A-4972",17
"SK-A-4969",17
"RP-P-OB-4635",17
"NG-BR-554",19
"AK-NM-6620-D",18
"RP-T-1986-62",16
"BK-14517",16
"BK-1966-58",16
"BK-1961-103",16
"BK-NM-12969",16
"NG-709-1",19
"BK-1966-48",18
"RP-T-1964-242",19
"BK-1972-157-A",18
"AK-MAK-1464-A",17
"BK-NM-14382",17
"BK-1962-50",17
"RP-T-1904-18",18
"NG-1991-20",19
"NG-1991-8",19
"NG-412",19
"BK-1991-29",17
"SK-A-4921",16
"NG-532",19
"BK-NM-13112",17
"BK-1975-80",17
"BK-1964-12",17
"BK-17457",18
"BK-17421-A",18
"NG-1983-68",19
"RP-P-OB-60.991",17
"RP-P-1979-80",19
"RP-P-1983-391",19
"RP-P-OB-62.238",17
"SK-C-1461",20
"AK-MAK-701",19
"RP-P-1956-754",19
"RP-P-1956-743",19
"RP-P-1977-68",19
"RP-P-OB-4630",17
"RP-P-OB-23.183",17
"RP-P-1921-311",17
"RP-F-F01149-AA",19
"RP-T-1950-266-A",20
"NG-2000-3-2",20
"NG-1983-3-A-2",17
"BK-1959-19-1",18
"BK-1954-69-B",16
"BK-KOG-1723-2",18
"BK-KOG-1723-5",18
"BK-KOG-1723-3",18
"BK-NM-10798-K",16
"BK-NM-10798-E",16
"BK-NM-10798-H",16
"BK-NM-11131-3",17
"BK-NM-11131-4",17
"BK-NM-10798-M",16
"BK-NM-10798-G",16
"BK-NM-10798-P",16
"BK-15438-1",19
"BK-NM-10798-J",16
"BK-NM-10798-D",16
"BK-B-77",19
"BK-B-113",20
"BK-B-93",20
"BK-B-116",20
"BK-NM-2865",17
"AK-RAK-1990-17-1",18
"BK-NM-10798-S",16
"AK-MAK-162-1",14
"BK-NM-11131-1",17
"BK-NM-11131-2",17
"BK-KOG-1723-6",18
"BK-NM-10798-B",16
"BK-KOG-1723-4",18
"BK-NM-10798-C",16
"BK-KOG-1723-1",18
"BK-16985-1",19
"BK-KOG-1723-7",18
"BK-NM-10798-Q",16
"BK-NM-10798-O",16
"BK-NM-10798-I",16
"BK-NM-10798-N",16
"BK-NM-10798-F",16
"BK-NM-10798-A",16
"BK-NM-10798-R",16
"BK-NM-10798-L",16
"BK-NM-14202-D",18
"BK-NM-10269-2",17
"BK-NM-10269-3",17
"BK-NM-10269-1",17
"BK-NM-10269-8",17
"BK-NM-10269-7",17
"BK-NM-10269-4",17
"BK-NM-10269-5",17
"BK-NM-10269-9",17
"BK-NM-10515-6",16
"BK-NM-10515-3",16
"BK-NM-10515-4",16
"BK-NM-10515-1",16
"BK-NM-10515-2",16
"BK-NM-10515-5",16
"BK-NM-10269-6",17
"BK-1975-80-1",17
"BK-NM-14202-E",18
"BK-NM-14202-F",18
"RP-P-1885-A-9773",17
"RP-P-1885-A-9258",17
"RP-P-OB-4759",17
"RP-P-OB-4853",17
"RP-P-1878-A-1657",17
"RP-P-1881-A-4737",17
"RP-P-OB-4831",17
"RP-P-OB-12.932",17
"RP-P-OB-15.562",17
"RP-P-OB-20.521",17
"RP-P-OB-4722",17
"RP-P-OB-5645",17
"RP-P-AO-27-35-2",17
"RP-P-OB-4750",17
"RP-P-OB-12.894",17
"RP-P-OB-12.947",17
"RP-P-1888-A-13831",17
"RP-P-OB-4680",17
"RP-P-OB-12.907",17
"RP-P-OB-15.576",17
"RP-P-OB-20.513",17
"RP-P-OB-4698",17
"RP-P-OB-12.926",17
"RP-P-1878-A-1675",17
"RP-P-OB-12.967",17
"RP-P-OB-4721",17
"RP-P-OB-4944",17
"RP-P-OB-5639",17
"RP-P-1890-A-15798",17
"RP-P-OB-12.977",17
"RP-P-OB-4744",17
"RP-P-OB-4900",17
"RP-P-1887-A-11976",17
"RP-P-OB-4781",17
"RP-P-OB-4870",17
"RP-P-1885-A-9756",17
"RP-P-OB-15.552",17
"RP-P-AO-27-12",17
"RP-P-1885-A-9378",17
"RP-P-OB-20.583",17
"RP-P-OB-20.589",17
"RP-P-OB-4823",17
"RP-P-OB-4903",17
"RP-P-1893-A-17900",17
"RP-P-1904-695",17
"RP-P-1972-35",17
"RP-P-1886-A-10634",17
"RP-P-OB-20.600",19
"RP-P-OB-4867",17
"RP-P-OB-20.507",17
"RP-P-OB-4704",17
"RP-P-OB-4710",17
"RP-P-1879-A-3209",17
"RP-P-OB-12.958",17
"RP-P-1980-130",17
"RP-P-OB-4803",17
"RP-P-1885-A-9753",17
"RP-P-OB-6683",17
"RP-P-OB-4663",17
"RP-P-OB-5654",17
"RP-P-1881-A-4743",17
"RP-P-1891-A-16553",17
"RP-P-OB-4775",17
"RP-P-1879-A-3685",17
"RP-P-1969-130",17
"RP-P-1898-A-20558",17
"RP-P-OB-12.936",17
"RP-P-1882-A-5998",18
"RP-P-1892-A-17211",17
"RP-P-1944-2760",19
"RP-P-OB-4672",17
"RP-P-1879-A-3215",17
"RP-P-1885-A-9758",17
"RP-P-OB-12.972",17
"RP-P-OB-4809",17
"RP-P-OB-12.982",17
"RP-P-OB-4738",17
"RP-P-OB-4786",17
"RP-P-1879-A-3191",17
"RP-P-1879-A-3203",17
"RP-P-OB-17.650",17
"RP-P-OB-4859",17
"RP-P-OB-4864",17
"RP-P-OB-5637",17
"RP-P-1887-A-11980",17
"RP-P-OB-20.593",17
"RP-P-1879-A-3219",17
"RP-P-1893-A-17998",17
"RP-P-1889-A-14326",17
"RP-P-OB-4649",17
"RP-P-OB-4719",17
"RP-P-OB-15.544",17
"RP-P-OB-12.877",17
"RP-P-OB-12.889",17
"RP-P-1881-A-4739",17
"RP-P-1941-20",19
"RP-P-1878-A-1688",17
"RP-P-1889-A-14336",17
"RP-P-1944-2762",19
"RP-P-OB-4938",17
"RP-P-OB-15.574",17
"RP-P-1890-A-15799",17
"RP-P-OB-12.951",17
"RP-P-OB-12.965",17
"RP-P-OB-4834",17
"RP-P-OB-4846",17
"RP-P-OB-4910",17
"RP-P-1882-A-6232",17
"RP-P-OB-15.567",17
"BK-NM-3633-A-1",18
"RP-P-OB-20.543",17
